,query
21,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.861036539077757 AND ?lng < 14.869083166122437 AND ?lat > 37.64312144696111 AND ?lat < 37.64719913499584) AND  !(?lng > 14.86124038696289 AND ?lng < 14.86928701400757 AND ?lat > 37.64714816527701 AND ?lat < 37.65122563225306) AND  !(?lng > 14.861669540405273 AND ?lng < 14.869716167449951 AND ?lat > 37.64538119340025 AND ?lat < 37.64945875738194) AND  !(?lng > 14.86250638961792 AND ?lng < 14.870553016662598 AND ?lat > 37.644302300480476 AND ?lat < 37.64837992369084) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
22,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.862785339355467 AND ?lng < 14.870831966400145 AND ?lat > 37.64129490994031 AND ?lat < 37.645372698241616) AND  !(?lng > 14.86250638961792 AND ?lng < 14.870553016662598 AND ?lat > 37.644302300480476 AND ?lat < 37.64837992369084) AND  !(?lng > 14.861036539077757 AND ?lng < 14.869083166122437 AND ?lat > 37.64312144696111 AND ?lat < 37.64719913499584) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
23,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.842915534973145 AND ?lng < 14.875102043151854 AND ?lat > 37.63550916371666 AND ?lat < 37.6518202441499) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.852469563484192 AND ?lng < 14.85649287700653 AND ?lat > 37.646328397493924 AND ?lat < 37.64836718146699) AND  !(?lng > 14.852812886238096 AND ?lng < 14.856836199760437 AND ?lat > 37.647369033806015 AND ?lat < 37.649407789213804) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  !"
24,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.855146408081056 AND ?lng < 14.887332916259766 AND ?lat > 37.63482945764178 AND ?lat < 37.651140687307695) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.852469563484192 AND ?lng < 14.85649287700653 AND ?lat > 37.646328397493924 AND ?lat < 37.64836718146699) AND  !(?lng > 14.852812886238096 AND ?lng < 14.856836199760437 AND ?lat > 37.647369033806015 AND ?lat < 37.649407789213804) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  %"
25,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.843087196350098 AND ?lng < 14.875273704528807 AND ?lat > 37.63941735298609 AND ?lat < 37.65572757531336) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.852469563484192 AND ?lng < 14.85649287700653 AND ?lat > 37.646328397493924 AND ?lat < 37.64836718146699) AND  !(?lng > 14.852812886238096 AND ?lng < 14.856836199760437 AND ?lat > 37.647369033806015 AND ?lat < 37.649407789213804) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  %2"
26,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.831886291503906 AND ?lng < 14.864072799682615 AND ?lat > 37.6435971887664 AND ?lat < 37.659906493259385) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.852469563484192 AND ?lng < 14.85649287700653 AND ?lat > 37.646328397493924 AND ?lat < 37.64836718146699) AND  !(?lng > 14.852812886238096 AND ?lng < 14.856836199760437 AND ?lat > 37.647369033806015 AND ?lat < 37.649407789213804) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  %2"
27,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.852469563484192 AND ?lng < 14.85649287700653 AND ?lat > 37.646328397493924 AND ?lat < 37.64836718146699) AND  !(?lng > 14.852812886238096 AND ?lng < 14.856836199760437 AND ?lat > 37.647369033806015 AND ?lat < 37.649407789213804) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  %"
28,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.843087196350098 AND ?lng < 14.875273704528807 AND ?lat > 37.63941735298609 AND ?lat < 37.65572757531336) AND  !(?lng > 14.831886291503906 AND ?lng < 14.864072799682615 AND ?lat > 37.6435971887664 AND ?lat < 37.659906493259385) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
29,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  !(?lng > 14.831886291503906 AND ?lng < 14.864072799682615 AND ?lat > 37.6435971887664 AND ?lat < 37.659906493259385) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
30,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.82877492904663 AND ?lng < 14.844868183135988 AND ?lat > 37.659125087457696 AND ?lat < 37.66727848226422) AND  !(?lng > 14.831886291503906 AND ?lng < 14.864072799682615 AND ?lat > 37.6435971887664 AND ?lat < 37.659906493259385) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
31,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.833098649978636 AND ?lng < 14.841145277023314 AND ?lat > 37.660076362997515 AND ?lat < 37.66415312010546) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  !(?lng > 14.82877492904663 AND ?lng < 14.844868183135988 AND ?lat > 37.659125087457696 AND ?lat < 37.66727848226422) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
32,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.830427169799805 AND ?lng < 14.838473796844482 AND ?lat > 37.66143530690984 AND ?lat < 37.66551198938816) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  !(?lng > 14.82877492904663 AND ?lng < 14.844868183135988 AND ?lat > 37.659125087457696 AND ?lat < 37.66727848226422) AND  !(?lng > 14.833098649978636 AND ?lng < 14.841145277023314 AND ?lat > 37.660076362997515 AND ?lat < 37.66415312010546) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
33,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.834407567977903 AND ?lng < 14.842454195022581 AND ?lat > 37.660738851262344 AND ?lat < 37.66481557198846) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  !(?lng > 14.82877492904663 AND ?lng < 14.844868183135988 AND ?lat > 37.659125087457696 AND ?lat < 37.66727848226422) AND  !(?lng > 14.833098649978636 AND ?lng < 14.841145277023314 AND ?lat > 37.660076362997515 AND ?lat < 37.66415312010546) AND  !(?lng > 14.830427169799805 AND ?lng < 14.838473796844482 AND ?lat > 37.66143530690984 AND ?lat < 37.66551198938816) AND %2"
34,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.837561845779419 AND ?lng < 14.845608472824098 AND ?lat > 37.66127393362187 AND ?lat < 37.66535062496249) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  !(?lng > 14.82877492904663 AND ?lng < 14.844868183135988 AND ?lat > 37.659125087457696 AND ?lat < 37.66727848226422) AND  !(?lng > 14.833098649978636 AND ?lng < 14.841145277023314 AND ?lat > 37.660076362997515 AND ?lat < 37.66415312010546) AND  !(?lng > 14.830427169799805 AND ?lng < 14.838473796844482 AND ?lat > 37.66143530690984 AND ?lat < 37.66551198938816) AND  "
35,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.829204082489014 AND ?lng < 14.84529733657837 AND ?lat > 37.66247148492734 AND ?lat < 37.67062451217591) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  !(?lng > 14.82877492904663 AND ?lng < 14.844868183135988 AND ?lat > 37.659125087457696 AND ?lat < 37.66727848226422) AND  !(?lng > 14.833098649978636 AND ?lng < 14.841145277023314 AND ?lat > 37.660076362997515 AND ?lat < 37.66415312010546) AND  !(?lng > 14.830427169799805 AND ?lng < 14.838473796844482 AND ?lat > 37.66143530690984 AND ?lat < 37.66551198938816) AND  %"
36,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.83384966850281 AND ?lng < 14.841896295547484 AND ?lat > 37.6631764174427 AND ?lat < 37.66725300430041) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  !(?lng > 14.82877492904663 AND ?lng < 14.844868183135988 AND ?lat > 37.659125087457696 AND ?lat < 37.66727848226422) AND  !(?lng > 14.833098649978636 AND ?lng < 14.841145277023314 AND ?lat > 37.660076362997515 AND ?lat < 37.66415312010546) AND  !(?lng > 14.830427169799805 AND ?lng < 14.838473796844482 AND ?lat > 37.66143530690984 AND ?lat < 37.66551198938816) AND  %2"
37,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.819912910461426 AND ?lng < 14.852099418640138 AND ?lat > 37.66106159981378 AND ?lat < 37.67736706842433) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  !(?lng > 14.82877492904663 AND ?lng < 14.844868183135988 AND ?lat > 37.659125087457696 AND ?lat < 37.66727848226422) AND  !(?lng > 14.833098649978636 AND ?lng < 14.841145277023314 AND ?lat > 37.660076362997515 AND ?lat < 37.66415312010546) AND  !(?lng > 14.830427169799805 AND ?lng < 14.838473796844482 AND ?lat > 37.66143530690984 AND ?lat < 37.66551198938816) AND  "
38,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.80133056640625 AND ?lng < 14.865703582763672 AND ?lat > 37.658275723997036 AND ?lat < 37.69088430259205) AND  !(?lng > 14.831886291503906 AND ?lng < 14.864072799682615 AND ?lat > 37.6435971887664 AND ?lat < 37.659906493259385) AND  !(?lng > 14.826436042785643 AND ?lng < 14.858622550964355 AND ?lat > 37.647063215667906 AND ?lat < 37.66337175900337) AND  !(?lng > 14.82274532318115 AND ?lng < 14.854931831359863 AND ?lat > 37.65216002023906 AND ?lat < 37.668467444181374) AND  !(?lng > 14.820127487182617 AND ?lng < 14.852313995361328 AND ?lat > 37.657222499810864 AND ?lat < 37.673528811771014) AND  !(?lng > 14.82877492904663 AND ?lng < 14.844868183135988 AND ?lat > 37.659125087457696 AND ?lat < 37.66727848226422) AND  !(?lng > 14.833098649978636 AND ?lng < 14.841145277023314 AND ?lat > 37.660076362997515 AND ?lat < 37.66415312010546) AND  "
39,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.806308746337892 AND ?lng < 14.870681762695314 AND ?lat > 37.64087862312599 AND ?lat < 37.67349484401166) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.852469563484192 AND ?lng < 14.85649287700653 AND ?lat > 37.646328397493924 AND ?lat < 37.64836718146699) AND  !(?lng > 14.852812886238096 AND ?lng < 14.856836199760437 AND ?lat > 37.647369033806015 AND ?lat < 37.649407789213804) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  %2"
40,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.834375381469727 AND ?lng < 14.898748397827148 AND ?lat > 37.637004495195455 AND ?lat < 37.669622417519484) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.852469563484192 AND ?lng < 14.85649287700653 AND ?lat > 37.646328397493924 AND ?lat < 37.64836718146699) AND  !(?lng > 14.852812886238096 AND ?lng < 14.856836199760437 AND ?lat > 37.647369033806015 AND ?lat < 37.649407789213804) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  "
