,query
66,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 12.9913330078125 AND ?lng < 17.1771240234375 AND ?lat > 40.54511315470123 AND ?lat < 41.539421883822854) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 6.317138671875 AND ?lng < 23.060302734375 AND ?lat > 40.22082997283287 AND ?lat < 44.12702800650004) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 6.317138671875 AND ?lng < 23.060302734375 AND ?lat > 40.22082997283287 AND ?lat < 44.12702800650004) AND  !(?lng > 1.0986328125 AND ?lng < 34.5849609375 AND ?lat > 37.996162679728116 AND ?lat < 45.82879925192134) AND  !(?lng > -9.4921875 AND "
67,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 12.4749755859375 AND ?lng < 16.6607666015625 AND ?lat > 40.730608477796636 AND ?lat < 41.72213058512578) AND  !(?lng > 9.20654296875 AND ?lng < 17.578125 AND ?lat > 41.66470503009207 AND ?lat < 43.60426186809618) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 6.317138671875 AND ?lng < 23.060302734375 AND ?lat > 40.22082997283287 AND ?lat < 44.12702800650004) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 6.317138671875 AND ?lng < 23.060302734375 AND ?lat > 40.22082997283287 AND ?lat < 44.12702800650004) AND  !(?lng > 1.0986328125 AND %3"
68,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 12.01904296875 AND ?lng < 16.204833984375 AND ?lat > 40.87406461663041 AND ?lat < 41.86342467181004) AND  !(?lng > 9.20654296875 AND ?lng < 17.578125 AND ?lat > 41.66470503009207 AND ?lat < 43.60426186809618) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 6.317138671875 AND ?lng < 23.060302734375 AND ?lat > 40.22082997283287 AND ?lat < 44.12702800650004) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 10.23101806640625 AND ?lng < 14.41680908203125 AND ?lat > 41.84296656785943 AND ?lat < 42.817566071581616) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 6.317138671875 AND%"
69,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.80206298828125 AND ?lng < 15.98785400390625 AND ?lat > 41.19518982948959 AND ?lat < 42.17968819665963) AND  !(?lng > 10.34088134765625 AND ?lng < 14.52667236328125 AND ?lat > 42.02277326296908 AND ?lat < 42.994603451901305) AND  !(?lng > 9.20654296875 AND ?lng < 17.578125 AND ?lat > 41.66470503009207 AND ?lat < 43.60426186809618) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 6.317138671875 AND ?lng < 23.060302734375 AND ?lat > 40.22082997283287 AND ?lat < 44.12702800650004) AND  !(?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 10.23101806640625 AND ?lng < 14.41680908203125 AND ?lat > 41.84296656785943 AND ?lat < 42.817566071581616) AND  !(?lng > 8.926391601562"
70,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
71,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
72,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
73,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
74,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
75,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
76,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.31866455078125 AND ?lng < 11.847724914550781 AND ?lat > 42.36108082586393 AND ?lat < 42.482731960032936) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  LANG("
77,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.199874877929685 AND ?lng < 12.25799560546875 AND ?lat > 42.30727643850873 AND ?lat < 42.55055114674488) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !(%3"
78,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.419258117675781 AND ?lng < 11.683788299560546 AND ?lat > 42.4005165707406 AND ?lat < 42.46133341078549) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !(%3"
79,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.346130371093748 AND ?lng < 11.87519073486328 AND ?lat > 42.369451896762385 AND ?lat < 42.49108680341104) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !(%"
80,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.346473693847656 AND ?lng < 11.875534057617187 AND ?lat > 42.36919824433563 AND ?lat < 42.49083364273358) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !(%"
81,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.419086456298828 AND ?lng < 11.683616638183593 AND ?lat > 42.400389807395584 AND ?lat < 42.46120677037812) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.433988809585571 AND ?lng < 11.45052194595337 AND ?lat > 42.41335795483208 AND ?lat < 42.417159957706865) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !("
82,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.455392837524414 AND ?lng < 11.587657928466796 AND ?lat > 42.4159797773177 AND ?lat < 42.44638807457841) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.41170242738321 AND ?lat < 42.419306403359556) AND  !(?lng > 11.4302659034729 AND ?lng < 11.463332176208496 AND ?lat > 42.411670742221155 AND ?lat < 42.41927472203913) AND  !(?lng > 11.422820091247558 AND ?lng < 11.48895263671875 AND ?lat > 42.40831202427226 AND ?lat < 42.423519876337295) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !(?lng > 11.31866455078125 AND ?lng < 11.847724914550781 AND ?lat > 42.36108082586393 AND ?lat < 42.482731960032936) AND  !(%3"
83,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.473546028137207 AND ?lng < 11.539678573608398 AND ?lat > 42.423773309292926 AND ?lat < 42.43897741184357) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !(?lng > 11.31866455078125 AND ?lng < 11.847724914550781 AND ?lat > 42.36108082586393 AND ?lat < 42.482731960032936) AND  !(?lng > 11.199874877929685 AND ?lng < 12.25799560546875 AND ?lat > 42.30727643850873 AND ?lat < 42.55055114674488) AND  !(?lng > 11.346130371093748 AND ?lng < 11.87519073486328 AND ?lat > 42.369451896762385 AND ?lat < 42.49108680341104) AND  !(?lng > 11.419258117675781 AND ?lng < 11.683788299560546 AND ?lat > 42.4005165707406 AND ?lat < 42.46133341078549) AND  !("
84,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.482622623443603 AND ?lng < 11.515688896179197 AND ?lat > 42.42766971202365 AND ?lat < 42.4352717517763) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !(?lng > 11.31866455078125 AND ?lng < 11.847724914550781 AND ?lat > 42.36108082586393 AND ?lat < 42.482731960032936) AND  !(?lng > 11.199874877929685 AND ?lng < 12.25799560546875 AND ?lat > 42.30727643850873 AND ?lat < 42.55055114674488) AND  !(?lng > 11.346130371093748 AND ?lng < 11.87519073486328 AND ?lat > 42.369451896762385 AND ?lat < 42.49108680341104) AND  !(?lng > 11.419258117675781 AND ?lng < 11.683788299560546 AND ?lat > 42.4005165707406 AND ?lat < 42.46133341078549) AND  !(%3"
85,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.487150192260742 AND ?lng < 11.503683328628538 AND ?lat > 42.42961782257352 AND ?lat < 42.433418839568816) AND  !(?lng > 11.407928466796875 AND ?lng < 11.540193557739257 AND ?lat > 42.4015940488335 AND ?lat < 42.43200932265708) AND  !(?lng > 11.378231048583982 AND ?lng < 11.64276123046875 AND ?lat > 42.388092545721044 AND ?lat < 42.44892143342463) AND  !(?lng > 11.31866455078125 AND ?lng < 11.847724914550781 AND ?lat > 42.36108082586393 AND ?lat < 42.482731960032936) AND  !(?lng > 11.199874877929685 AND ?lng < 12.25799560546875 AND ?lat > 42.30727643850873 AND ?lat < 42.55055114674488) AND  !(?lng > 11.346130371093748 AND ?lng < 11.87519073486328 AND ?lat > 42.369451896762385 AND ?lat < 42.49108680341104) AND  !(?lng > 11.419258117675781 AND ?lng < 11.683788299560546 AND ?lat > 42.4005165707406 AND ?lat < 42.46133341078549) AND  !("
