,query
40,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.054687023162841 AND ?lng < 9.068634510040283 AND ?lat > 39.31129065996159 AND ?lat < 39.31925922903489) AND  !(?lng > 9.057154655456543 AND ?lng < 9.071102142333984 AND ?lat > 39.30446685144565 AND ?lat < 39.312436197621054) AND  !(?lng > 9.056425094604492 AND ?lng < 9.070372581481933 AND ?lat > 39.30772111076367 AND ?lat < 39.31569008635486) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
41,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.052326679229736 AND ?lng < 9.066274166107177 AND ?lat > 39.31431218255755 AND ?lat < 39.322280407500735) AND  !(?lng > 9.056425094604492 AND ?lng < 9.070372581481933 AND ?lat > 39.30772111076367 AND ?lat < 39.31569008635486) AND  !(?lng > 9.054687023162841 AND ?lng < 9.068634510040283 AND ?lat > 39.31129065996159 AND ?lat < 39.31925922903489) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
42,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.051167964935302 AND ?lng < 9.065115451812744 AND ?lat > 39.31605530931767 AND ?lat < 39.32402333572093) AND  !(?lng > 9.054687023162841 AND ?lng < 9.068634510040283 AND ?lat > 39.31129065996159 AND ?lat < 39.31925922903489) AND  !(?lng > 9.052326679229736 AND ?lng < 9.066274166107177 AND ?lat > 39.31431218255755 AND ?lat < 39.322280407500735) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
43,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.047713279724121 AND ?lng < 9.061660766601562 AND ?lat > 39.322230608913415 AND ?lat < 39.33019793189859) AND  !(?lng > 9.052326679229736 AND ?lng < 9.066274166107177 AND ?lat > 39.31431218255755 AND ?lat < 39.322280407500735) AND  !(?lng > 9.051167964935302 AND ?lng < 9.065115451812744 AND ?lat > 39.31605530931767 AND ?lat < 39.32402333572093) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
44,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.047048091888427 AND ?lng < 9.06099557876587 AND ?lat > 39.32584921393939 AND ?lat < 39.33381612469227) AND  !(?lng > 9.047713279724121 AND ?lng < 9.061660766601562 AND ?lat > 39.322230608913415 AND ?lat < 39.33019793189859) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
45,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.053699970245361 AND ?lng < 9.067647457122802 AND ?lat > 39.32744266870387 AND ?lat < 39.33540939791997) AND  !(?lng > 9.047713279724121 AND ?lng < 9.061660766601562 AND ?lat > 39.322230608913415 AND ?lat < 39.33019793189859) AND  !(?lng > 9.047048091888427 AND ?lng < 9.06099557876587 AND ?lat > 39.32584921393939 AND ?lat < 39.33381612469227) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
46,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.046962261199951 AND ?lng < 9.060909748077392 AND ?lat > 39.32926845765348 AND ?lat < 39.33723497885619) AND  !(?lng > 9.047713279724121 AND ?lng < 9.061660766601562 AND ?lat > 39.322230608913415 AND ?lat < 39.33019793189859) AND  !(?lng > 9.047048091888427 AND ?lng < 9.06099557876587 AND ?lat > 39.32584921393939 AND ?lat < 39.33381612469227) AND  !(?lng > 9.053699970245361 AND ?lng < 9.067647457122802 AND ?lat > 39.32744266870387 AND ?lat < 39.33540939791997) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
47,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.04548168182373 AND ?lng < 9.059429168701171 AND ?lat > 39.326430165194345 AND ?lat < 39.33439700976217) AND  !(?lng > 9.047713279724121 AND ?lng < 9.061660766601562 AND ?lat > 39.322230608913415 AND ?lat < 39.33019793189859) AND  !(?lng > 9.047048091888427 AND ?lng < 9.06099557876587 AND ?lat > 39.32584921393939 AND ?lat < 39.33381612469227) AND  !(?lng > 9.053699970245361 AND ?lng < 9.067647457122802 AND ?lat > 39.32744266870387 AND ?lat < 39.33540939791997) AND  !(?lng > 9.046962261199951 AND ?lng < 9.060909748077392 AND ?lat > 39.32926845765348 AND ?lat < 39.33723497885619) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
48,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.039301872253418 AND ?lng < 9.05324935913086 AND ?lat > 39.32513546721966 AND ?lat < 39.33310245928525) AND  !(?lng > 9.047713279724121 AND ?lng < 9.061660766601562 AND ?lat > 39.322230608913415 AND ?lat < 39.33019793189859) AND  !(?lng > 9.047048091888427 AND ?lng < 9.06099557876587 AND ?lat > 39.32584921393939 AND ?lat < 39.33381612469227) AND  !(?lng > 9.046962261199951 AND ?lng < 9.060909748077392 AND ?lat > 39.32926845765348 AND ?lat < 39.33723497885619) AND  !(?lng > 9.04548168182373 AND ?lng < 9.059429168701171 AND ?lat > 39.326430165194345 AND ?lat < 39.33439700976217) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
49,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.036383628845213 AND ?lng < 9.050331115722656 AND ?lat > 39.323425765223874 AND ?lat < 39.33139295206009) AND  !(?lng > 9.047713279724121 AND ?lng < 9.061660766601562 AND ?lat > 39.322230608913415 AND ?lat < 39.33019793189859) AND  !(?lng > 9.047048091888427 AND ?lng < 9.06099557876587 AND ?lat > 39.32584921393939 AND ?lat < 39.33381612469227) AND  !(?lng > 9.046962261199951 AND ?lng < 9.060909748077392 AND ?lat > 39.32926845765348 AND ?lat < 39.33723497885619) AND  !(?lng > 9.04548168182373 AND ?lng < 9.059429168701171 AND ?lat > 39.326430165194345 AND ?lat < 39.33439700976217) AND  !(?lng > 9.039301872253418 AND ?lng < 9.05324935913086 AND ?lat > 39.32513546721966 AND ?lat < 39.33310245928525) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
50,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.031941890716552 AND ?lng < 9.045889377593994 AND ?lat > 39.32246300201761 AND ?lat < 39.33043029852948) AND  !(?lng > 9.04548168182373 AND ?lng < 9.059429168701171 AND ?lat > 39.326430165194345 AND ?lat < 39.33439700976217) AND  !(?lng > 9.039301872253418 AND ?lng < 9.05324935913086 AND ?lat > 39.32513546721966 AND ?lat < 39.33310245928525) AND  !(?lng > 9.036383628845213 AND ?lng < 9.050331115722656 AND ?lat > 39.323425765223874 AND ?lat < 39.33139295206009) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
51,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.04625415802002 AND ?lng < 9.060201644897461 AND ?lat > 39.31670274533875 AND ?lat < 39.32467069799798) AND  !(?lng > 9.054687023162841 AND ?lng < 9.068634510040283 AND ?lat > 39.31129065996159 AND ?lat < 39.31925922903489) AND  !(?lng > 9.052326679229736 AND ?lng < 9.066274166107177 AND ?lat > 39.31431218255755 AND ?lat < 39.322280407500735) AND  !(?lng > 9.051167964935302 AND ?lng < 9.065115451812744 AND ?lat > 39.31605530931767 AND ?lat < 39.32402333572093) AND  !(?lng > 9.047713279724121 AND ?lng < 9.061660766601562 AND ?lat > 39.322230608913415 AND ?lat < 39.33019793189859) AND  !(?lng > 9.036383628845213 AND ?lng < 9.050331115722656 AND ?lat > 39.323425765223874 AND ?lat < 39.33139295206009) AND  !(?lng > 9.043164253234863 AND ?lng < 9.057111740112304 AND ?lat > 39.318014199943796 AND ?lat < 39.32598200322313) AND  LANG(?label"
52,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.043164253234863 AND ?lng < 9.057111740112304 AND ?lat > 39.318014199943796 AND ?lat < 39.32598200322313) AND  !(?lng > 9.054687023162841 AND ?lng < 9.068634510040283 AND ?lat > 39.31129065996159 AND ?lat < 39.31925922903489) AND  !(?lng > 9.052326679229736 AND ?lng < 9.066274166107177 AND ?lat > 39.31431218255755 AND ?lat < 39.322280407500735) AND  !(?lng > 9.051167964935302 AND ?lng < 9.065115451812744 AND ?lat > 39.31605530931767 AND ?lat < 39.32402333572093) AND  !(?lng > 9.047713279724121 AND ?lng < 9.061660766601562 AND ?lat > 39.322230608913415 AND ?lat < 39.33019793189859) AND  !(?lng > 9.047048091888427 AND ?lng < 9.06099557876587 AND ?lat > 39.32584921393939 AND ?lat < 39.33381612469227) AND  !(?lng > 9.039301872253418 AND ?lng < 9.05324935913086 AND ?lat > 39.32513546721966 AND ?lat < 39.33310245928525) AND  !(?lng %3"
53,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.0517258644104 AND ?lng < 9.065673351287841 AND ?lat > 39.31336589555786 AND ?lat < 39.32133422827882) AND  !(?lng > 9.056425094604492 AND ?lng < 9.070372581481933 AND ?lat > 39.30772111076367 AND ?lat < 39.31569008635486) AND  !(?lng > 9.054687023162841 AND ?lng < 9.068634510040283 AND ?lat > 39.31129065996159 AND ?lat < 39.31925922903489) AND  !(?lng > 9.052326679229736 AND ?lng < 9.066274166107177 AND ?lat > 39.31431218255755 AND ?lat < 39.322280407500735) AND  !(?lng > 9.051167964935302 AND ?lng < 9.065115451812744 AND ?lat > 39.31605530931767 AND ?lat < 39.32402333572093) AND  !(?lng > 9.043164253234863 AND ?lng < 9.057111740112304 AND ?lat > 39.318014199943796 AND ?lat < 39.32598200322313) AND  !(?lng > 9.04625415802002 AND ?lng < 9.060201644897461 AND ?lat > 39.31670274533875 AND ?lat < 39.32467069799798) AND  LANG(?label)%"
54,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.05696153640747 AND ?lng < 9.070909023284912 AND ?lat > 39.30682454421668 AND ?lat < 39.31479362190846) AND  !(?lng > 9.059150218963623 AND ?lng < 9.073097705841064 AND ?lat > 39.30172717909778 AND ?lat < 39.30969683723801) AND  !(?lng > 9.057154655456543 AND ?lng < 9.071102142333984 AND ?lat > 39.30446685144565 AND ?lat < 39.312436197621054) AND  !(?lng > 9.056425094604492 AND ?lng < 9.070372581481933 AND ?lat > 39.30772111076367 AND ?lat < 39.31569008635486) AND  !(?lng > 9.054687023162841 AND ?lng < 9.068634510040283 AND ?lat > 39.31129065996159 AND ?lat < 39.31925922903489) AND  !(?lng > 9.052326679229736 AND ?lng < 9.066274166107177 AND ?lat > 39.31431218255755 AND ?lat < 39.322280407500735) AND  !(?lng > 9.0517258644104 AND ?lng < 9.065673351287841 AND ?lat > 39.31336589555786 AND ?lat < 39.32133422827882) AND  !(?lng >%"
55,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.0537428855896 AND ?lng < 9.067690372467041 AND ?lat > 39.31094201434281 AND ?lat < 39.31891062312294) AND  !(?lng > 9.057154655456543 AND ?lng < 9.071102142333984 AND ?lat > 39.30446685144565 AND ?lat < 39.312436197621054) AND  !(?lng > 9.056425094604492 AND ?lng < 9.070372581481933 AND ?lat > 39.30772111076367 AND ?lat < 39.31569008635486) AND  !(?lng > 9.054687023162841 AND ?lng < 9.068634510040283 AND ?lat > 39.31129065996159 AND ?lat < 39.31925922903489) AND  !(?lng > 9.052326679229736 AND ?lng < 9.066274166107177 AND ?lat > 39.31431218255755 AND ?lat < 39.322280407500735) AND  !(?lng > 9.051167964935302 AND ?lng < 9.065115451812744 AND ?lat > 39.31605530931767 AND ?lat < 39.32402333572093) AND  !(?lng > 9.043164253234863 AND ?lng < 9.057111740112304 AND ?lat > 39.318014199943796 AND ?lat < 39.32598200322313) AND  !(?lng %3"
56,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.058678150177002 AND ?lng < 9.072625637054443 AND ?lat > 39.30214228786162 AND ?lat < 39.31011189873484) AND  !(?lng > 9.059686660766601 AND ?lng < 9.073634147644043 AND ?lat > 39.29638035817298 AND ?lat < 39.30435062509998) AND  !(?lng > 9.059300422668457 AND ?lng < 9.073247909545898 AND ?lat > 39.29858887718923 AND ?lat < 39.30655889266361) AND  !(?lng > 9.059150218963623 AND ?lng < 9.073097705841064 AND ?lat > 39.30172717909778 AND ?lat < 39.30969683723801) AND  !(?lng > 9.057154655456543 AND ?lng < 9.071102142333984 AND ?lat > 39.30446685144565 AND ?lat < 39.312436197621054) AND  !(?lng > 9.056425094604492 AND ?lng < 9.070372581481933 AND ?lat > 39.30772111076367 AND ?lat < 39.31569008635486) AND  !(?lng > 9.05696153640747 AND ?lng < 9.070909023284912 AND ?lat > 39.30682454421668 AND ?lat < 39.31479362190846) AND  LANG(?label)"
57,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.058592319488525 AND ?lng < 9.072539806365966 AND ?lat > 39.29696155414261 AND ?lat < 39.30493175489825) AND  !(?lng > 9.060373306274414 AND ?lng < 9.074320793151855 AND ?lat > 39.29093348718428 AND ?lat < 39.29890437421835) AND  !(?lng > 9.05972957611084 AND ?lng < 9.073677062988281 AND ?lat > 39.293690188264726 AND ?lat < 39.301660761467104) AND  !(?lng > 9.059686660766601 AND ?lng < 9.073634147644043 AND ?lat > 39.29638035817298 AND ?lat < 39.30435062509998) AND  !(?lng > 9.059300422668457 AND ?lng < 9.073247909545898 AND ?lat > 39.29858887718923 AND ?lat < 39.30655889266361) AND  !(?lng > 9.059150218963623 AND ?lng < 9.073097705841064 AND ?lat > 39.30172717909778 AND ?lat < 39.30969683723801) AND  !(?lng > 9.057154655456543 AND ?lng < 9.071102142333984 AND ?lat > 39.30446685144565 AND ?lat < 39.312436197621054) AND  !(?lng %"
58,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.058849811553955 AND ?lng < 9.072797298431396 AND ?lat > 39.29256095034294 AND ?lat < 39.300531652103615) AND  !(?lng > 9.065115451812744 AND ?lng < 9.079062938690185 AND ?lat > 39.28757880092928 AND ?lat < 39.29555006984672) AND  !(?lng > 9.062325954437255 AND ?lng < 9.076273441314697 AND ?lat > 39.288442398889515 AND ?lat < 39.296413569501226) AND  !(?lng > 9.060373306274414 AND ?lng < 9.074320793151855 AND ?lat > 39.29093348718428 AND ?lat < 39.29890437421835) AND  !(?lng > 9.05972957611084 AND ?lng < 9.073677062988281 AND ?lat > 39.293690188264726 AND ?lat < 39.301660761467104) AND  !(?lng > 9.059686660766601 AND ?lng < 9.073634147644043 AND ?lat > 39.29638035817298 AND ?lat < 39.30435062509998) AND  !(?lng > 9.059300422668457 AND ?lng < 9.073247909545898 AND ?lat > 39.29858887718923 AND ?lat < 39.30655889266361) AND  !(?lng%2"
59,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.060137271881103 AND ?lng < 9.074084758758545 AND ?lat > 39.28867490421312 AND ?lat < 39.29664604835778) AND  !(?lng > 9.062068462371826 AND ?lng < 9.076015949249267 AND ?lat > 39.28130078799397 AND ?lat < 39.289272771500606) AND  !(?lng > 9.061682224273681 AND ?lng < 9.075629711151123 AND ?lat > 39.28243020749205 AND ?lat < 39.29040206245058) AND  !(?lng > 9.062669277191162 AND ?lng < 9.076616764068603 AND ?lat > 39.28385856489568 AND ?lat < 39.29183025727721) AND  !(?lng > 9.063313007354736 AND ?lng < 9.077260494232177 AND ?lat > 39.28410769401772 AND ?lat < 39.29207935804262) AND  !(?lng > 9.06646728515625 AND ?lng < 9.080414772033691 AND ?lat > 39.284489690283785 AND ?lat < 39.29246131082844) AND  !(?lng > 9.065115451812744 AND ?lng < 9.079062938690185 AND ?lat > 39.28757880092928 AND ?lat < 39.29555006984672) AND  !(?lng %3"
60,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.062862396240234 AND ?lng < 9.076809883117675 AND ?lat > 39.28316099863987 AND ?lat < 39.29113277041965) AND  !(?lng > 9.064310789108276 AND ?lng < 9.071284532546995 AND ?lat > 39.2797810256669 AND ?lat < 39.283767217328936) AND  !(?lng > 9.065362215042114 AND ?lng < 9.068849086761474 AND ?lat > 39.28135476801672 AND ?lat < 39.28334784742531) AND  !(?lng > 9.065093994140625 AND ?lng < 9.068580865859985 AND ?lat > 39.282284878798094 AND ?lat < 39.28427793174147) AND  !(?lng > 9.065587520599365 AND ?lng < 9.069074392318725 AND ?lat > 39.28197345915285 AND ?lat < 39.283966520957385) AND  !(?lng > 9.065544605255127 AND ?lng < 9.069031476974487 AND ?lat > 39.28189456595625 AND ?lat < 39.283887630005594) AND  !(?lng > 9.063795804977417 AND ?lng < 9.070769548416137 AND ?lat > 39.281001820960995 AND ?lat < 39.28498794315204) AND  !(?lng%2"
