,query
21,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.223499655723572 AND ?lng < 13.227453231811523 AND ?lat > 46.23386929517202 AND ?lat < 46.23565038111007) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.20530891418457 AND ?lng < 13.236937522888184 AND ?lat > 46.22699673013862 AND ?lat < 46.24124558335628) AND  !(?lng > 13.206253051757812 AND ?lng < 13.237881660461426 AND ?lat > 46.2205241542977 AND ?lat < 46.234774687747596) AND  !%2"
22,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.22378396987915 AND ?lng < 13.227737545967102 AND ?lat > 46.23301212696085 AND ?lat < 46.23479324071796) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.20530891418457 AND ?lng < 13.236937522888184 AND ?lat > 46.22699673013862 AND ?lat < 46.24124558335628) AND  !(?lng > 13.206253051757812 AND ?lng < 13.237881660461426 AND ?lat > 46.2205241542977 AND ?lat < 46.234774687747596) AND  !(?lng > 13.191661834716797 AND ?lng < 13.254919052124023 AND ?lat > 46.2114375081839 AND ?lat < 46.23993959249809) AND  !(%3"
23,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.22200298309326 AND ?lng < 13.229910135269165 AND ?lat > 46.232036200534644 AND ?lat < 46.23559843358863) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !%2"
24,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.223826885223389 AND ?lng < 13.231734037399292 AND ?lat > 46.233349800884646 AND ?lat < 46.236911948675036) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.20530891418457 AND ?lng < 13.236937522888184 AND ?lat > 46.22699673013862 AND ?lat < 46.24124558335628) AND  !(?lng > 13.206253051757812 AND ?lng < 13.237881660461426 AND ?lat > 46.2205241542977 AND ?lat < 46.234774687747596) AND  !(?lng > 13.191661834716797 AND ?lng < 13.254919052124023 AND ?lat > 46.2114375081839 AND ?lat < 46.23993959249809) AND  !%2"
25,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.224642276763916 AND ?lng < 13.23254942893982 AND ?lat > 46.234871163125 AND ?lat < 46.238433212163926) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.20530891418457 AND ?lng < 13.236937522888184 AND ?lat > 46.22699673013862 AND ?lat < 46.24124558335628) AND  !(?lng > 13.191661834716797 AND ?lng < 13.254919052124023 AND ?lat > 46.2114375081839 AND ?lat < 46.23993959249809) AND  !(?lng > 13.20706844329834 AND ?lng < 13.238697052001951 AND ?lat > 46.22753112890028 AND ?lat < 46.2417798433839) AND  !(?ln"
26,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.224256038665771 AND ?lng < 13.232163190841675 AND ?lat > 46.234114197916206 AND ?lat < 46.237676296089965) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.20530891418457 AND ?lng < 13.236937522888184 AND ?lat > 46.22699673013862 AND ?lat < 46.24124558335628) AND  !(?lng > 13.206253051757812 AND ?lng < 13.237881660461426 AND ?lat > 46.2205241542977 AND ?lat < 46.234774687747596) AND  !(?lng > 13.191661834716797 AND ?lng < 13.254919052124023 AND ?lat > 46.2114375081839 AND ?lat < 46.23993959249809) AND  !%2"
27,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.223161697387695 AND ?lng < 13.231068849563599 AND ?lat > 46.23248891381045 AND ?lat < 46.236051117479775) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !%"
28,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.221981525421143 AND ?lng < 13.229888677597046 AND ?lat > 46.23124208789954 AND ?lat < 46.234804372497166) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !%"
29,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.221573829650879 AND ?lng < 13.229480981826782 AND ?lat > 46.2309377987048 AND ?lat < 46.234500103052774) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !%2"
30,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.223505020141602 AND ?lng < 13.227458596229553 AND ?lat > 46.2314870023675 AND ?lat < 46.23326816562097) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.20530891418457 AND ?lng < 13.236937522888184 AND ?lat > 46.22699673013862 AND ?lat < 46.24124558335628) AND  !(?lng > 13.206253051757812 AND ?lng < 13.237881660461426 AND ?lat > 46.2205241542977 AND ?lat < 46.234774687747596) AND  !("
31,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.222480416297913 AND ?lng < 13.226433992385864 AND ?lat > 46.23114931698236 AND ?lat < 46.23293049119487) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !%2"
32,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.2210373878479 AND ?lng < 13.228944540023804 AND ?lat > 46.23044796377449 AND ?lat < 46.2340102999158) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !(%3"
33,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.222475051879883 AND ?lng < 13.226428627967834 AND ?lat > 46.23114931698236 AND ?lat < 46.23293049119487) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !%2"
34,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.222196102142334 AND ?lng < 13.226149678230286 AND ?lat > 46.23124208789954 AND ?lat < 46.23302325910134) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !%2"
35,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.222244381904602 AND ?lng < 13.226197957992552 AND ?lat > 46.23142391844237 AND ?lat < 46.233205083743144) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !%"
36,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.222174644470215 AND ?lng < 13.226128220558167 AND ?lat > 46.23149071318439 AND ?lat < 46.2332718763174) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !("
37,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.222228288650513 AND ?lng < 13.226181864738464 AND ?lat > 46.23202135741318 AND ?lat < 46.23380250332486) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.207411766052244 AND ?lng < 13.223226070404053 AND ?lat > 46.23048507263439 AND ?lat < 46.23760950887629) AND  !(?lng > 13.207690715789795 AND ?lng < 13.223505020141602 AND ?lat > 46.229906171562945 AND ?lat < 46.23703068295253) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.207669258117676 AND ?lng < 13.22348356246948 AND ?lat > 46.22992101525643 AND ?lat < 46.23704552471915) AND  !%2"
38,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.22481393814087 AND ?lng < 13.22876751422882 AND ?lat > 46.23371344740217 AND ?lat < 46.23549453839821) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.19706916809082 AND ?lng < 13.228697776794434 AND ?lat > 46.22833271728795 AND ?lat < 46.242581223670726) AND  !(?lng > 13.20530891418457 AND ?lng < 13.236937522888184 AND ?lat > 46.22699673013862 AND ?lat < 46.24124558335628) AND  !(?lng > 13.206253051757812 AND ?lng < 13.237881660461426 AND ?lat > 46.2205241542977 AND ?lat < 46.234774687747596) AND  !(?lng > 13.191661834716797 AND ?lng < 13.254919052124023 AND ?lat > 46.2114375081839 AND ?lat < 46.23993959249809) AND  !(?"
