,query
41,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
SELECT ?name, ?championships
WHERE {
  ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>.
  ?driver <http://dbpedia.org/property/name> ?name.
  ?driver <http://dbpedia.org/ontology/championships> ?championships
 FILTER(?championships > 0 and lang(?name) = ""en"").

}"
42,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). }"
43,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). }"
44,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). }"
45,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY ?championships DESC"
46,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY ?championships DESC"
47,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY DESC(?championships)"
48,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT DISCINCT ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY DESC(?championships)"
49,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT DISTINCT ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY DESC(?championships)"
50,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT DISTINCT ?driver, ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY DESC(?championships)"
51,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT DISTINCT ?driver, ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY DESC(?championships)"
52,"SELECT DISTINCT ?driver, ?name, ?championships WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0 and lang(?name) = ""en"").
} 
ORDER BY DESC(?championships)"
53,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT DISTINCT ?driver, ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY DESC(?championships) GROUP BY ?driver"
54,"SELECT DISTINCT ?driver, ?name, ?championships WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0 and lang(?name) = ""en"").
} 
GROUP By ?driver
ORDER BY DESC(?championships)"
55,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT DISTINCT ?driver, ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY DESC(?championships)"
56,"PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT DISTINCT ?driver, ?name, ?championships WHERE { ?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. ?driver <http://dbpedia.org/property/name> ?name. ?driver <http://dbpedia.org/ontology/championships> ?championships  FILTER(?championships > 0 and lang(?name) = ""en""). } ORDER BY DESC(?championships)"
57,"SELECT DISTINCT ?driver, ?name, ?championships WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0).
} 
GROUP By ?driver
ORDER BY DESC(?championships)"
58,"SELECT DISTINCT ?driver, WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0).
} 
GROUP By ?driver
ORDER BY DESC(?championships)"
59,"SELECT DISTINCT ?driver WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0).
} 
GROUP By ?driver
ORDER BY DESC(?championships)"
60,"SELECT DISTINCT ?driver, DISTINCT ?name WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0).
} 
GROUP By ?driver
ORDER BY DESC(?championships)"
61,"SELECT DISTINCT ?driver, ?championships WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0).
} 
GROUP By ?driver
ORDER BY DESC(?championships)"
62,"SELECT DISTINCT ?driver, ?championships, ?name WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0).
} 
GROUP By ?driver
ORDER BY DESC(?championships)"
63,"SELECT DISTINCT ?driver, ?championships, ?name:en WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0).
} 
GROUP By ?driver
ORDER BY DESC(?championships)"
64,"SELECT DISTINCT ?driver, ?championships WHERE { 
?driver ?property <http://dbpedia.org/ontology/FormulaOneRacer>. 
?driver <http://dbpedia.org/property/name> ?name. 
?driver <http://dbpedia.org/ontology/championships> 
?championships  FILTER(?championships > 0).
} 
GROUP By ?driver
ORDER BY DESC(?championships)"
65,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?name ?birth ?death ?person WHERE {
     ?person dbo:birthPlace :Kraków .
     ?person dbo:birthDate ?birth .
     ?person foaf:name ?name .
     ?person dbo:deathDate ?death .
     FILTER (?birth < ""1900-01-01""^^xsd:date) .
}
ORDER BY ?name"
66,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?name ?birth ?death ?person WHERE {
     ?person dbo:birthPlace :Cracow .
     ?person dbo:birthDate ?birth .
     ?person foaf:name ?name .
     ?person dbo:deathDate ?death .
     FILTER (?birth < ""1900-01-01""^^xsd:date) .
}
ORDER BY ?name"
67,"SELECT ?property ?hasValue ?isValueOf
WHERE {
  { <http://dbpedia.org/resource/Ellen_Franz> ?property ?hasValue }
  UNION
  { ?isValueOf ?property <http://dbpedia.org/resource/Ellen_Franz> }
}"
68,"SELECT ?resource ?value
WHERE { ?resource <http://dbpedia.org/ontology/birthPlace> ?value }
ORDER BY ?resource ?value"
69,"SELECT ?property ?hasValue ?isValueOf
WHERE {
  { <http://dbpedia.org/resource/Berlin> ?property ?hasValue }
  UNION
  { ?isValueOf ?property <http://dbpedia.org/resource/Berlin> }
}"
70,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
SELECT ?property ?hasValue ?isValueOf
WHERE {
  { <http://dbpedia.org/resource/Berlin> ?property ?hasValue }
  UNION
  { ?isValueOf ?property <http://dbpedia.org/resource/Berlin> }
}"
71,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
SELECT ?property ?hasValue ?isValueOf
WHERE {
  { <http://dbpedia.org/resource/Berlin> ?property ?hasValue }
  UNION
  { ?isValueOf ?property <http://dbpedia.org/resource/Lublin> }
}"
72,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?name ?birth ?death ?person WHERE {
     ?person dbo:birthPlace :Lublin .
     ?person dbo:birthDate ?birth .
     ?person foaf:name ?name .
     ?person dbo:deathDate ?death .
     FILTER (?birth < ""1900-01-01""^^xsd:date) .
}
ORDER BY ?name"
73,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?name ?birth ?death ?person WHERE {
     ?person dbo:birthPlace :Lublin .
     ?person dbo:birthDate ?birth .
     ?person foaf:name ?name .
     ?person dbo:deathDate ?death .
     FILTER (?birth > ""2000-01-01""^^xsd:date) .
}
ORDER BY ?name"
74,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?name ?birth ?death ?person WHERE {
     ?person dbo:birthPlace :Lublin .
     ?person dbo:birthDate ?birth .
     ?person foaf:name ?name .
     ?person dbo:deathDate ?death .
     FILTER (?birth > ""1990-01-01""^^xsd:date) .
}
ORDER BY ?name"
75,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?name ?person WHERE {
     ?person dbo:birthPlace :Lublin .
     ?person foaf:name ?name .
}
ORDER BY ?name"
76,"SELECT ?property ?hasValue ?isValueOf
WHERE {
  { <http://dbpedia.org/resource/Adam_Bromberg> ?property ?hasValue }
  UNION
  { ?isValueOf ?property <http://dbpedia.org/resource/Adam_Bromberg> }
}"
77,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
SELECT ?property ?hasValue ?isValueOf
WHERE {
  { <http://dbpedia.org/resource/Berlin> ?property ?hasValue }
  UNION
  { ?isValueOf ?property <http://dbpedia.org/resource/Warsaw> }
}"
78,"SELECT ?property ?hasValue ?isValueOf
WHERE {
  { <http://dbpedia.org/resource/Category:European_Capitals_of_Culture> ?property ?hasValue }
  UNION
  { ?isValueOf ?property <http://dbpedia.org/resource/Category:European_Capitals_of_Culture> }
}"
79,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?city WHERE {
     ?city <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:European_Capitals_of_Culture>
}
ORDER BY ?name"
80,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?city WHERE {
     ?city <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:European_Capitals_in_Europe>
}
ORDER BY ?name"
81,"SELECT ?property ?hasValue ?isValueOf
WHERE {
  { <http://dbpedia.org/resource/Category:Capitals_in_Europe> ?property ?hasValue }
  UNION
  { ?isValueOf ?property <http://dbpedia.org/resource/Category:Capitals_in_Europe> }
}"
82,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?city WHERE {
     ?city <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Capitals_in_Europe>
}
ORDER BY ?name"
83,"SELECT ?property ?hasValue ?isValueOf
WHERE {
  { <http://dbpedia.org/resource/Amsterdam> ?property ?hasValue }
  UNION
  { ?isValueOf ?property <http://dbpedia.org/resource/Amsterdam> }
}"
84,"SELECT ?resource ?value
WHERE { ?resource <http://dbpedia.org/property/officialName> ?value }
ORDER BY ?resource ?value"
85,"PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://dbpedia.org/resource/>
PREFIX dbpedia2: <http://dbpedia.org/property/>
PREFIX dbpedia: <http://dbpedia.org/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT ?name WHERE {
     ?city <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Capitals_in_Europe>
     ?city <http://dbpedia.org/property/officialName> ?name
}
ORDER BY ?name"
