,query,results,error
96,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ?b a ont:guitar
}
LIMIT 200",0.0,
97,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ?b a ont:guitarist

}
LIMIT 200",0.0,
98,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:Person
} LIMIT 100",,HTTP Error 400: Bad Request
99,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:Person
   ?Guitariste a dbpedia-owl:PersonArtist
} LIMIT 100",,HTTP Error 400: Bad Request
100,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birthPlace;
     ?birthPlace ?b.
      ?b a dbpedia-owl:City.
FILTER regex (?birthPlace,'Boston')     
}
LIMIT 100",,HTTP Error 400: Bad Request
101,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x rdf:type<http://dbpedia.org/classes/#Guitarist

} Limit 100",,HTTP Error 400: Bad Request
102,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:Person
   ?Guitariste a dbpedia-owl:Artist
} LIMIT 100",,HTTP Error 400: Bad Request
103,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x rdf:type<http://dbpedia.org/classes/#Guitarist>

} Limit 100",0.0,
104,"select distinct ?guit ?femme
 where {
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit a dbpedia-owl:Artist.
?guit dbpedia-owl:instrument dbpedia:Guitar.
} LIMIT 100",,HTTP Error 400: Bad Request
105,"select distinct ?guit
 where {
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit a dbpedia-owl:Artist.
?guit dbpedia-owl:instrument dbpedia:Guitar.
} LIMIT 100",,HTTP Error 400: Bad Request
106,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ont:instrument ?b ?x

}
LIMIT 200",200.0,
107,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x rdf:type<http://dbpedia.org/classes/#Guitarist>.

} Limit 100",0.0,
108,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:Person:Artist
} LIMIT 100",,HTTP Error 400: Bad Request
109,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x rdf:type<http://dbpedia.org/classes/#Guitarist>.

} Limit 100",0.0,
110,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x rdf:type<http://dbpedia.org/Guitarist>.

} Limit 100",0.0,
111,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ont:instrument:guitar ?b ?x

}
LIMIT 200",0.0,
112,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl-Person:Artist
} LIMIT 100",,HTTP Error 400: Bad Request
113,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ont:instrument ?b ?x . FILTER regex (?x,""guitar"",""i"")

}
LIMIT 200",0.0,
114,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a dbpedia-owl:Person. 
?x rdf:type<http://dbpedia.org/Guitarist>.

} Limit 100",,HTTP Error 400: Bad Request
115,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ont:instrument ?b ?x . FILTER regex (?b,""guitar"",""i"")

}
LIMIT 200",0.0,
116,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ont:instrument ?b ?x . FILTER regex (?str,""guitar"",""i"")

}
LIMIT 200",0.0,
117,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ont:instrument ?b ?x . FILTER regex (STR(?b),""guitar"",""i"")

}
LIMIT 200",0.0,
118,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ont:instrument ?b ?x . FILTER (regex (STR(?b),""guitar"",""i""))

}
LIMIT 200",0.0,
119,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ont:instrument ?b ?c ?x . FILTER (regex (STR(?c),""guitar"",""i""))

}
LIMIT 200",,HTTP Error 400: Bad Request
120,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace;
    
}
LIMIT 100",,HTTP Error 400: Bad Request
121,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ont:instrument ?b ?x 

}
LIMIT 200",200.0,
122,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x http://dbpedia.org/sparql
where{ 
?x a dbpedia-owl:Person. 
?x rdf:type<http://dbpedia.org/Person/Artist/MusicalArtist/Instrumentalist/Guitarist>.

} Limit 100http://dbpedia.org/sparql",,HTTP Error 400: Bad Request
123,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
    
}
LIMIT 100",,HTTP Error 400: Bad Request
124,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:Artist
} LIMIT 100",,HTTP Error 400: Bad Request
125,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
    ) 
    
}
LIMIT 100",,HTTP Error 400: Bad Request
126,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
where{ 
?x a dbpedia-owl:Person. 
?x rdf:type<http://dbpedia.org/Person/Artist/MusicalArtist/Instrumentalist/Guitarist>.

} Limit 100",,HTTP Error 400: Bad Request
127,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
    
    
}
LIMIT 100",,HTTP Error 400: Bad Request
128,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
where
{ 
?x rdf:type<http://dbpedia.org/Person/Artist/MusicalArtist/Instrumentalist/Guitarist>.

} Limit 100",,HTTP Error 400: Bad Request
129,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:Instrumentalist
} LIMIT 100",,HTTP Error 400: Bad Request
130,"select distinct ?femme
 where {
?nazie a dbpedia-owl:Actor.
?femme foaf:surname ?nom.
?nazie foaf:surname ?nom.
} LIMIT 100",,HTTP Error 400: Bad Request
131,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where
{ 
?x rdf:type<http://dbpedia.org/Person/Artist/MusicalArtist/Instrumentalist/Guitarist>.

} Limit 100",0.0,
132,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where
{ 
?x rdf:type<http://dbpedia.org/Person/Artist/MusicalArtist/Instrumentalist/Guitarist>.

} Limit 100",0.0,
133,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where
{ 
?x rdf:type<http://dbpedia.org/server/ontology/classes/Guitarist>.

} Limit 100",0.0,
134,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.

select ?person where {
  ?person dbpedia-owl:birthPlace dbpedia:Boston .
}

    
    
}
LIMIT 100",,HTTP Error 400: Bad Request
135,"select ?Guitariste
where {
   ?Instrument a dbpedia-owl:Guitare

} LIMIT 100",,HTTP Error 400: Bad Request
136,"select distinct ?guit
where{
?guit a dbpedia-owl:Artist.
?guit dbpedia-owl:birthPlace dbpedia:Boston.

} LIMIT 100",,HTTP Error 400: Bad Request
137,"select distinct ?nazie
 where {
?nazie foaf:surname Hitler.
} LIMIT 100",,HTTP Error 400: Bad Request
138,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.

select ?person where {
  ?person dbpedia-owl:birthPlace dbpedia:Boston.
}

    
    
}
LIMIT 100",,HTTP Error 400: Bad Request
139,"select distinct ?nazie
 where {
?nazie foaf:surname ""Hitler"".
} LIMIT 100",0.0,
140,"select ?Guitariste
where {
   ?Instrument a dbpedia-owl:Guitar

} LIMIT 100",,HTTP Error 400: Bad Request
141,"select distinct ?nazie
 where {
?nazie foaf:surname Hitler.
} LIMIT 100",,HTTP Error 400: Bad Request
142,"select distinct ?nazie
 where {
?nazie foaf:surname ""Hitler"".
} LIMIT 100",0.0,
143,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?person dbpedia-owl:birthPlace dbpedia:Boston.
}

    
    
}
LIMIT 100",,HTTP Error 400: Bad Request
144,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?person dbpedia-owl:birthPlace dbpedia:Boston.
}

   
LIMIT 100",,HTTP Error 400: Bad Request
145,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?person dbpedia-owl:birthPlace dbpedia:Boston.
}

   
LIMIT 100",,HTTP Error 400: Bad Request
146,"select distinct ?femme
 where {
?femme a dbpedia-owl:Actrice.
} LIMIT 100",,HTTP Error 400: Bad Request
147,"select distinct ?femme
 where {
?femme a dbpedia-owl:Actor.
} LIMIT 100",,HTTP Error 400: Bad Request
148,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where
{ 
FILTER rejex(?x,""guitar"").
} Limit 100",,HTTP Error 400: Bad Request
149,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where
{ 
FILTER rejex(?x,""guitar"").
} Limit 100",,HTTP Error 400: Bad Request
150,"select distinct ?guit
where{
?guit a dbpedia-owl:Artist.
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit dbpedia-owl:instrument dbpedia:Guitar.

} LIMIT 100",,HTTP Error 400: Bad Request
151,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?person dbpedia-owl:birthPlace dbpedia:Boston.

}

   
LIMIT 100",,HTTP Error 400: Bad Request
152,"select distinct ?femme
 where {
?nazie a dbpedia-owl:Actor.
?nazie foaf:surname ?nom.
?nazie dbpedia-owl:country dbpedia:German_Empire.
?femme foaf:surname ?nom.
} LIMIT 100",,HTTP Error 400: Bad Request
153,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p
where { ?p a ont:MusicalArtist .ont:instrument ?b  

}
LIMIT 200",,HTTP Error 400: Bad Request
154,"select ?Guitariste
where {
   ?Instrument a dbpedia-owl:Guitar
   ?Guitariste a dbpedia-owl:MusicalArtiste

} LIMIT 100",,HTTP Error 400: Bad Request
155,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where
{ 
FILTER rejex(?x,""guitar"",""i"").
} Limit 100",,HTTP Error 400: Bad Request
156,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:MusicalArtist . ont:instrument ?b  

}
LIMIT 200",,HTTP Error 400: Bad Request
157,"select ?Guitariste
where {
   ?Instrument a dbpedia-owl:Instrumentalist

} LIMIT 100",,HTTP Error 400: Bad Request
158,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:MusicalArtist . ont:instrument ?b ?p 

}
LIMIT 200",0.0,
159,"select ?Guitariste
where {
   ?Instrument a dbpedia-owl:Instrumentalist

} LIMIT 100",,HTTP Error 400: Bad Request
160,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:MusicalArtist . ont:instrument ?b  

}
LIMIT 200",,HTTP Error 400: Bad Request
161,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:MusicalArtist . ont:instrument ?b.  

}
LIMIT 200",,HTTP Error 400: Bad Request
162,"select distinct ?nazie
 where {
?nazie a yago:GermanFilmActors.
?nazie a yago:NaziPropagandists.
} LIMIT 100",0.0,
163,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:Instrumentalist

} LIMIT 100",,HTTP Error 400: Bad Request
164,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:Instrumentalist

} LIMIT 100",,HTTP Error 400: Bad Request
165,"select distinct ?femme
 where {
?nazie a yago:GermanFilmActors.
?nazie a yago:NaziPropagandists.
?nazie foaf:surname ?nom.
?femme foaf:surname ?nom.
} LIMIT 100",0.0,
166,"select distinct ?guit ?femme
 where {
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit a dbpedia-owl:Artist.
?guit dbpedia-owl:instrument dbpedia:Guitar.
?nazie a yago:GermanFilmActors.
?nazie a yago:NaziPropagandists.
?nazie foaf:surname ?nom.
?femme foaf:surname ?nom.
} LIMIT 100",,HTTP Error 400: Bad Request
167,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where
{ 
FILTER rejex(?x,""guitar"",""i"").
} Limit 100",,HTTP Error 400: Bad Request
168,"select distinct ?femme
 where {
?nazie a yago:GermanFilmActors.
?nazie a yago:NaziPropagandists.
?nazie foaf:surname ?nom.
?femme foaf:surname ?nom.
} LIMIT 100",0.0,
169,"select distinct ?guit ?femme
 where {
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit a dbpedia-owl:Artist.
?guit dbpedia-owl:instrument dbpedia:Guitar.
?nazie a yago:GermanFilmActors.
?nazie a yago:NaziPropagandists.
?nazie foaf:surname ?nom.
?femme foaf:surname ?nom.
} LIMIT 100",,HTTP Error 400: Bad Request
170,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a dbpedia-owl:Person. 
?x a dbpedia:birthPlace=""Boston"".

} Limit 100",,HTTP Error 400: Bad Request
171,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a dbpedia-owl:Person. 
?x a dbpedia:birthPlace ""Boston"".

} Limit 100",,HTTP Error 400: Bad Request
172,"select distinct ?guit ?femme
 where {
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit a dbpedia-owl:Artist.
?guit dbpedia-owl:instrument dbpedia:Guitar.
?guit foaf:surname ?nom.
?nazie a yago:GermanFilmActors.
?nazie a yago:NaziPropagandists.
?nazie foaf:givenName ?nom_femme.
?femme foaf:givenName ?nom_femme.
?femme foaf:surname ?nom.
} LIMIT 100",,HTTP Error 400: Bad Request
173,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a dbpedia-owl:birthPlace dbpedia:""Boston"".

} Limit 100",,HTTP Error 400: Bad Request
174,"select distinct ?x 
where{ 
?x a dbpedia-owl:birthPlace

} Limit 100",,HTTP Error 400: Bad Request
175,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?x a ont:MusicalArtist . ont:instrument ?i ?x . dbp:Guitar ?p 

}
LIMIT 200",,HTTP Error 400: Bad Request
176,"select distinct ?guit
 where {
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit a dbpedia-owl:Artist.
?guit dbpedia-owl:instrument dbpedia:Guitar.
?guit foaf:surname ?nom.
?nazie a yago:GermanFilmActors.
?nazie a yago:NaziPropagandists.
?nazie foaf:givenName ?nom_femme.
?femme foaf:givenName ?nom_femme.
?femme foaf:surname ?nom.
} LIMIT 100",,HTTP Error 400: Bad Request
177,"select distinct ?x 
where{ 
?x a dbpedia-owl:birthPlace dbpedia a Boston.

} Limit 100",,HTTP Error 400: Bad Request
178,"select ?Guitariste
where {
   ?Guistariste dbpedia-owl:InstrumentalArtist ""Guitar""

} LIMIT 100",,HTTP Error 400: Bad Request
179,"select distinct ?lac
where{
?lac a dbpedia-owl:Lake.
} LIMIT 100",,HTTP Error 400: Bad Request
180,"select ?Guitariste
where {
   ?Guistariste dbpedia-owl:musicians ""Guitar""

} LIMIT 100",,HTTP Error 400: Bad Request
181,"select ?Guitariste
where {
   ?Guistariste dbpedia-owl:Musicians ""Guitar""

} LIMIT 100",,HTTP Error 400: Bad Request
182,"SELECT ?guitarist
WHERE {

  ?guitarist <http://dbpedia.org/resource/Boston> .
  ?guitarist <http://www.exemple.fr/marieA> ?epouse .
  # qui a un nom ...
  ?epouse <http://www.exemple.fr/nom> ?nomEpouse .
  # qui est le meme que celui d un acteur nazi
  # la je te laisse chercher parce que c est vraiment dependant de ton modele.
}",,HTTP Error 400: Bad Request
183,"SELECT ?guitarist
WHERE {

  ?guitarist <http://dbpedia.org/resource/Boston> .
 }Limit 100",,HTTP Error 400: Bad Request
184,"SELECT ?guitarist
WHERE {

  ?guitarist <http://dbpedia.org/resource/Boston> 
 }Limit 100",,HTTP Error 400: Bad Request
185,"SELECT ?guitarist
WHERE {

  ?guitarist <http://dbpedia.org/resource/Boston>.
 }Limit 100",,HTTP Error 400: Bad Request
186,"select distinct ?x
{
?x dbpedia2:birthplace<http://dbpedia.org/ressource/Boston>.

}",,HTTP Error 400: Bad Request
187,"select distinct ?mami
 where {
?mami a dbpedia-owl:Animal.
} LIMIT 100",,HTTP Error 400: Bad Request
188,"select distinct ?annimal
where{
?annimal a dbpedia-owl:Annimal.
} LIMIT 100",,HTTP Error 400: Bad Request
189,"select distinct ?mami
 where {
?mami a dbpedia-owl:Animal.
} LIMIT 100",,HTTP Error 400: Bad Request
190,"PREFIX dbpedia2:<http://dbpedia.org/property>
select distinct ?x
{
?x dbpedia2:birthplace<http://dbpedia.org/ressource/Boston>.

}",0.0,
191,"select distinct ?annimal
where{
?annimal a dbpedia-owl:Animal.
} LIMIT 100",,HTTP Error 400: Bad Request
192,"PREFIX dbpedia2:<http://dbpedia.org/property>
select distinct ?x
{
?x dbpedia2:birthplace<http://dbpedia.org/ressource/Boston>.

}Limit 100",0.0,
193,"PREFIX db:<http://dbpedia.org/property>
select distinct ?x
{
?x db:birthplace<http://dbpedia.org/ressource/Boston>.

}Limit 100",0.0,
194,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where { ?x a ont:Film

}
LIMIT 200",200.0,
195,"select distinct ?mami
 where {
?mami a dbpedia-owl:Mammal.
} LIMIT 100",,HTTP Error 400: Bad Request
196,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where { ?x a dbp

}
LIMIT 200",,HTTP Error 400: Bad Request
197,"select ?Guitariste
where {
   ?Guistariste dbpedia-owl:IntrumentalArtist

} LIMIT 100",,HTTP Error 400: Bad Request
198,"select distinct ?mami
 where {

?mami a dbpedia-owl:Mammal.
} LIMIT 100",,HTTP Error 400: Bad Request
199,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where { ?x a dbpedia.org:resource

}
LIMIT 200",,HTTP Error 400: Bad Request
200,"select ?Guitariste
where {
   ?Guistariste dbpedia-owl:MusicalArtist

} LIMIT 100",,HTTP Error 400: Bad Request
201,"select ?Guitariste
where {
   ?Guistariste dbpedia-owl:MusicalArtist

} LIMIT 100",,HTTP Error 400: Bad Request
202,"PREFIX db:<http://dbpedia.org/property>
select distinct ?x
{
?x db:birthplace<http://dbpedia.org/ressource/Boston>.

}Limit 100",0.0,
203,"select ?Guitariste
where {
   ?Guistariste dbpedia-owl:Instrumentalist

} LIMIT 100",,HTTP Error 400: Bad Request
204,"select ?Guitariste
where {
   ?Guistariste dbpedia-owl:Instrumentalist

} LIMIT 100",,HTTP Error 400: Bad Request
205,"select distinct ?lac
where{
?lac a dbpedia-owl:Mammal.
} LIMIT 100",,HTTP Error 400: Bad Request
206,"select distinct ?lac
where{
?lac a dbpedia-owl:Mammal.
} LIMIT 100",,HTTP Error 400: Bad Request
207,"select ?Guitariste
where {
   ?Guistariste dbpedia-owl:MusicalArtist
} LIMIT 100",,HTTP Error 400: Bad Request
208,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?person dbpedia-owl:birthPlace dbpedia:Boston.
}

   
LIMIT 100
",,HTTP Error 400: Bad Request
209,"select distinct ?x
{
?x dbpprop:birthplace<http://dbpedia.org/ressource/Boston>.

}Limit 100",,HTTP Error 400: Bad Request
210,"select distinct ?x
{
?x dbpprop:birthplace <http://dbpedia.org/ressource/Boston>.

}Limit 100",,HTTP Error 400: Bad Request
211,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
}

   
LIMIT 100
",,HTTP Error 400: Bad Request
212,"select distinct ?x
{
?x dbpprop:birthplace <http://dbpedia.org/ressource/Boston>.
}Limit 100",,HTTP Error 400: Bad Request
213,"select distinct ?x
{
?x dbpprop:birthplace <http://dbpedia.org/ressource/Boston>.
}Limit 100",,HTTP Error 400: Bad Request
214,"select distinct ?x
{
?x dbpprop:birthplace <http://dbpedia.org/resource/Boston>.
}Limit 100",,HTTP Error 400: Bad Request
215,"select distinct ?x
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
}Limit 100",,HTTP Error 400: Bad Request
