,query,results,error
456,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""installation by"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""installation by""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""installation by""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installation By"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installation By""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installation By""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installation by"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installation by""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installation by""@fi }
 ?iri a owl:Thing .
} ",0.0,
457,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""installations by"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""installations by""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""installations by""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations By"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations By""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations By""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations by"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations by""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations by""@fi }
 ?iri a owl:Thing .
} ",0.0,
458,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""optimising"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""optimising""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""optimising""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising""@fi }
 ?iri a owl:Thing .
} ",0.0,
459,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""their installation by"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""their installation by""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""their installation by""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their Installation By"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their Installation By""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their Installation By""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their installation by"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their installation by""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their installation by""@fi }
 ?iri a owl:Thing .
} ",0.0,
460,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""their installations by"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""their installations by""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""their installations by""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their Installations By"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their Installations By""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their Installations By""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their installations by"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their installations by""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Their installations by""@fi }
 ?iri a owl:Thing .
} ",0.0,
461,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""by optimising"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""by optimising""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""by optimising""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By Optimising"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By Optimising""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By Optimising""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By optimising"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By optimising""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By optimising""@fi }
 ?iri a owl:Thing .
} ",0.0,
462,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""installations by optimising"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""installations by optimising""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""installations by optimising""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations By Optimising"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations By Optimising""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations By Optimising""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations by optimising"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations by optimising""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Installations by optimising""@fi }
 ?iri a owl:Thing .
} ",0.0,
463,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""efficiency"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""efficiency""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""efficiency""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency""@fi }
 ?iri a owl:Thing .
} ",4.0,
464,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""and"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""and""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""and""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And""@fi }
 ?iri a owl:Thing .
} ",14.0,
465,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""optimising efficiency and"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""optimising efficiency and""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""optimising efficiency and""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising Efficiency And"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising Efficiency And""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising Efficiency And""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising efficiency and"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising efficiency and""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising efficiency and""@fi }
 ?iri a owl:Thing .
} ",0.0,
466,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""optimising efficiency"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""optimising efficiency""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""optimising efficiency""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising Efficiency"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising Efficiency""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising Efficiency""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising efficiency"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising efficiency""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Optimising efficiency""@fi }
 ?iri a owl:Thing .
} ",0.0,
467,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""by optimising efficiency"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""by optimising efficiency""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""by optimising efficiency""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By Optimising Efficiency"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By Optimising Efficiency""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By Optimising Efficiency""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By optimising efficiency"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By optimising efficiency""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""By optimising efficiency""@fi }
 ?iri a owl:Thing .
} ",0.0,
468,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""efficiency and"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""efficiency and""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""efficiency and""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency And"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency And""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency And""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency and"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency and""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency and""@fi }
 ?iri a owl:Thing .
} ",0.0,
469,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""performance"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""performance""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""performance""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Performance"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Performance""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Performance""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Performance"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Performance""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Performance""@fi }
 ?iri a owl:Thing .
} ",11.0,
470,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""we"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""we""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""we""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""We"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""We""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""We""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""We"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""We""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""We""@fi }
 ?iri a owl:Thing .
} ",1.0,
471,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""and performance"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""and performance""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""and performance""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And Performance"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And Performance""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And Performance""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And performance"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And performance""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""And performance""@fi }
 ?iri a owl:Thing .
} ",0.0,
472,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""efficiency and performance"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""efficiency and performance""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""efficiency and performance""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency And Performance"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency And Performance""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency And Performance""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency and performance"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency and performance""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Efficiency and performance""@fi }
 ?iri a owl:Thing .
} ",0.0,
