,query,results,error
156,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Element_name> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
157,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/DBpedia> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
158,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Beam_diameter> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
159,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Vending_machine> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
160,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Arg_max> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
161,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Linear_combination> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
162,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Phonetic_alphabet> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
163,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Simultaneous_equations> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
164,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/seduta.rdf/src122>},0.0,
165,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Filler_(linguistics)> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
166,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Mann–Whitney_U> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
167,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Tree_structure> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
168,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Discriminant_function_analysis> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
169,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/P06787>},0.0,
170,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Hypertext_Transfer_Protocol> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
171,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Academy_of_Sciences> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
172,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/M00156>},0.0,
173,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Virtual_agent> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
174,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Stochastic_optimization> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
175,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/D08380>},0.0,
176,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Free_parameter> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
177,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/M02016>},0.0,
178,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Address_space> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
179,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Automatic_identification_and_data_capture> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
180,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Circular_definition> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
181,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/persona.rdf/pr2018>},0.0,
182,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/C05465>},0.0,
183,"prefix dbpo: <http://dbpedia.org/ontology/> prefix foaf: <http://xmlns.com/foaf/0.1/> select distinct ?title, ?pict, ?label, ?abstract where {<http://dbpedia.org/resource/Isaac_I_Komnenos> dbpo:title ?title ; foaf:depiction ?pict ; rdfs:label ?label ; dbpo:abstract ?abstract FILTER ( lang(?abstract) = ""en"" )}",0.0,
184,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/persona.rdf/pr3463>},0.0,
185,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/D00426>},0.0,
186,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Flory–Huggins_solution_theory> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
187,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/D02770>},0.0,
188,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/User_assistance> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
189,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Applied_ontology> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
190,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/I00144>},0.0,
191,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Call_completion> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
192,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Deterministic_algorithm> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
193,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Reusability> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
194,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Stylometry> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
195,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Low_frequency> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
196,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Semantic_role_labeling> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
197,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/seduta.rdf/s15_084>},0.0,
198,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/M08744>},0.0,
199,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Glossary> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
200,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Teacher_education> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
201,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Dimensionality_reduction> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
202,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/persona.rdf/pr4801>},0.0,
203,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Error_bar> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
204,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Light_verb> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
205,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/P07854>},0.0,
206,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/organo.rdf/o6_1072>},0.0,
207,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/persona.rdf/p20420>},1.0,
208,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/O00432>},0.0,
209,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Wuhan_University> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
210,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/N02363>},0.0,
211,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Document_clustering> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
212,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Generative_semantics> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
213,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/persona.rdf/p20870>},0.0,
214,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Conceptual_framework> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
215,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Graph_(mathematics)> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
216,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Cluster_Computing> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
217,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/S06447>},0.0,
218,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Computer_hardware> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
219,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Legacy_system> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
220,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Organizational_structure> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
221,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Quantum_number> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
222,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Principle> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
223,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/V00780>},0.0,
224,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Wason_selection_task> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
225,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/seduta.rdf/sr05045>},0.0,
226,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Errors_and_residuals_in_statistics> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
227,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Jena_(framework)> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
228,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Weighted_voting> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
229,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Blackboard_system> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
230,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Back-end_database> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
231,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Data_conversion> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
232,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/G03663>},0.0,
233,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/F02962>},0.0,
234,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/seduta.rdf/sr22404>},0.0,
235,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/B12080>},0.0,
236,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Longitudinal_study> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
237,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/C01976>},0.0,
238,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/F07809>},0.0,
239,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Discrete_mathematics> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
240,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/M11245>},0.0,
241,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Mathematical_morphology> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
242,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Dutch_grammar> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
243,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Advertising_research> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
244,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Argumentation_framework> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
245,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/S08620>},0.0,
246,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/persona.rdf/pr142>},0.0,
247,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/L01409>},0.0,
248,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/G04481>},0.0,
249,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Response_time> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
250,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/seduta.rdf/sr22504>},0.0,
251,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Acoustic_space> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
252,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/G11284>},0.0,
253,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/G08562>},0.0,
254,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/S07425>},0.0,
255,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/B10571>},0.0,
256,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/G05353>},0.0,
257,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/M15675>},0.0,
258,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/D02162>},0.0,
259,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/C16858>},0.0,
260,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/R07891>},0.0,
261,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Response_surface_methodology> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
262,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/G00010>},0.0,
263,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/senatore.rdf/sr866>},0.0,
264,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/R07597>},0.0,
265,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Transfer_of_learning> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
266,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/R07635>},0.0,
267,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/P12269>},0.0,
268,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Association_value> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
269,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Social_phenomenon> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
270,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/D06651>},0.0,
271,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/M00585>},0.0,
272,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/C13119>},0.0,
273,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/organo.rdf/o14_573>},0.0,
274,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Phonemic_orthography> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
275,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/organo.rdf/o14_524>},0.0,
276,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/A01701>},0.0,
277,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Constraint_(mathematics)> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
278,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/M01140>},0.0,
279,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Cognition> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
280,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Software_suite> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
281,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Expressive_power> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
282,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Edge_cover> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
283,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/F01051>},0.0,
284,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Lazy_learning> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
285,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/assemblea.rdf/ar01>},0.0,
286,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/G01455>},0.0,
287,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/T06001>},0.0,
288,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/E00519>},0.0,
289,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Temperature_control> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
290,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/T02171>},0.0,
291,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Linear_model> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
292,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/seduta.rdf/sr10424>},0.0,
293,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/German_sentence_structure> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
294,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Core_Knowledge> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
295,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Vital_Information> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
296,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Program_Manager> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
297,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/D07340>},0.0,
298,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Miscellaneous_Class> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
299,"
select ?resource ?abstract where {
	VALUES ?resource { <http://dbpedia.org/resource/Echo_state_network> }
	?resource dbpedia-owl:abstract ?abstract . filter (lang(?abstract)='en')
}
 ",,HTTP Error 400: Bad Request
300,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/V00689>},0.0,
301,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/persona.rdf/p37230>},0.0,
302,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/T05841>},0.0,
303,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://dati.camera.it/ocd/seduta.rdf/s14_245>},0.0,
304,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/S00353>},0.0,
305,SELECT DISTINCT * WHERE {?object <http://www.w3.org/2002/07/owl#sameAs> <http://lod.xdams.org/reload/oad/event/C01039>},0.0,
